HS Code,HS Code Description,HS Description
4009.4130,- - - For other motor cars and vehicles,- - - For other motor cars and vehicles
4009.4190,- - - Other,- - - Other
4009.4200,- - With fittings,- - With fittings
40.10,"Conveyor or transmission belts or belting, of
vulcanised rubber.","Conveyor or transmission belts or belting, of
vulcanised rubber."
4010.1100,- - Reinforced only with metal,- - Reinforced only with metal
4010.1200,- - Reinforced only with textile materials,- - Reinforced only with textile materials
4010.1900,- - Other,- - Other
4010.3110,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
4010.3190,- - - Other,- - - Other
4010.3210,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
4010.3290,- - - Other,- - - Other
4010.3310,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
4010.3390,- - - Other,- - - Other
4010.3410,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
4010.3490,- - - Other,- - - Other
4010.3510,- - - Timing belts for vehicles of chapter 87,- - - Timing belts for vehicles of chapter 87
4010.3590,- - - Other,- - - Other
4010.3610,- - - Timing belts for vehicles of chapter 87,- - - Timing belts for vehicles of chapter 87
4010.3690,- - - Other,- - - Other
4010.3910,- - - Timing belts for vehicles of chapter 87,- - - Timing belts for vehicles of chapter 87
4010.3990,- - - Other,- - - Other
40.11,"New pneumatic tyres, of rubber.","New pneumatic tyres, of rubber."
4011.1000,"- Of a kind used on motor cars (including station
wagons and racing cars)","- Of a kind used on motor cars (including station
wagons and racing cars)"
4011.2010,- - - Of a kind used in light trucks,- - - Of a kind used in light trucks
4011.2090,- - - Other,- - - Other
4011.3000,- Of a kind used on aircraft,- Of a kind used on aircraft
4011.4000,- Of a kind used on motorcycles,- Of a kind used on motorcycles
4011.5000,- Of a kind used on bicycles,- Of a kind used on bicycles
4011.7000,"- - Of a kind used on agricultural or forestry
vehicles and machines","- - Of a kind used on agricultural or forestry
vehicles and machines"
4011.8000,"- - Of a kind used on construction, mininging or
industrial handling vehicles and machines","- - Of a kind used on construction, mininging or
industrial handling vehicles and machines"
4011.9000,- - Other,- - Other
40.12,"Retreaded or used pneumatic tyres of rubber;
solid or cushion tyres, tyre treads and tyre
flaps, of rubber.","Retreaded or used pneumatic tyres of rubber;
solid or cushion tyres, tyre treads and tyre
flaps, of rubber."
4012.1100,"- - Of a kind used on motor cars (including station
wagons and racing cars)","- - Of a kind used on motor cars (including station
wagons and racing cars)"
4012.1200,- - Of a kind used on buses or lorries,- - Of a kind used on buses or lorries
4012.1300,- - Of a kind used on aircraft,- - Of a kind used on aircraft
4012.1900,- - Other,- - Other
4012.2000,- Used pneumatic tyres,- Used pneumatic tyres
4012.9010,"- - - Flaps for use with tyres / tubes for vehicles of
sub -heading 8701.2020, 8701.2040, 8701.2090,
and 8704.2219","- - - Flaps for use with tyres / tubes for vehicles of
sub -heading 8701.2020, 8701.2040, 8701.2090,
and 8704.2219"
4012.9020,"- - - Rim flaps, mud flaps / guards and rubber
mouldings (except packing rubber and rubber for
on / off switch) for vehicles of heading 87.11","- - - Rim flaps, mud flaps / guards and rubber
mouldings (except packing rubber and rubber for
on / off switch) for vehicles of heading 87.11"
4012.9090,- - - Other,- - - Other
40.13,"Inner tubes, of rubber.","Inner tubes, of rubber."
4013.1010,"- - - Of a kind used on buses, lorries or trucks","- - - Of a kind used on buses, lorries or trucks"
4013.1020,- - - Of a kind used on motor cars,- - - Of a kind used on motor cars
4013.1090,- - - Other,- - - Other
4013.2000,- Of a kind used on bicycles,- Of a kind used on bicycles
4013.9010,- - - Of a kind used on agricultural tractors,- - - Of a kind used on agricultural tractors
4013.9020,- - - Of a kind used on motor cycles,- - - Of a kind used on motor cycles
4013.9030,- - - Of a kind used on jeeps,- - - Of a kind used on jeeps
4013.9090,- - - Other,- - - Other
40.14,"Hygienic or pharmaceutical articles (including
teats), of vulcanised rubber other than hard
rubber, with or without fittings of hard rubber.","Hygienic or pharmaceutical articles (including
teats), of vulcanised rubber other than hard
rubber, with or without fittings of hard rubber."
4014.1000,- Sheath contraceptives,- Sheath contraceptives
4014.9000,- Other,- Other
40.15,"Articles of apparel and clothing accessories
(including gloves, mittens and mitts), for all
purposes, of vulcanised rubber other than
hard rubber.","Articles of apparel and clothing accessories
(including gloves, mittens and mitts), for all
purposes, of vulcanised rubber other than
hard rubber."
4015.1100,- - Surgical,- - Surgical
4015.1900,- - Other,- - Other
4015.9000,- Other,- Other
40.16,"Other articles of vulcanised rubber other than
hard rubber.","Other articles of vulcanised rubber other than
hard rubber."
4016.1020,- - - Stopper,- - - Stopper
4016.1090,- - - Other,- - - Other
4016.9100,- - Floor coverings and mats,- - Floor coverings and mats
4016.9210,- - - Tip Eraser,- - - Tip Eraser
4016.9290,- - - Other,- - - Other
4016.9310,- - - Gaskets of rubber,- - - Gaskets of rubber
4016.9320,- - - Washers and other seals of rubber,- - - Washers and other seals of rubber
4016.9330,"- - - Special rubber seals for barrage gates with
minimum tensile strength of 210 kg/ sq.cm and
shore hardness duromter (type A) 60 to 70 with
floro carbon coating","- - - Special rubber seals for barrage gates with
minimum tensile strength of 210 kg/ sq.cm and
shore hardness duromter (type A) 60 to 70 with
floro carbon coating"
4016.9390,- - - Other,- - - Other
4016.9400,"- - Boat or dock fenders, whether or not inflatable","- - Boat or dock fenders, whether or not inflatable"
4016.9500,- - Other inflatable articles,- - Other inflatable articles
4016.9910,- - - Printing blankets,- - - Printing blankets
4016.9920,"- - - Following component for vehicles of chapter
87:- (1) Cushion / pad sub - assembly
for cabin mounting rear member, for vehicles of
sub - heading 8704.2219;","- - - Following component for vehicles of chapter
87:- (1) Cushion / pad sub - assembly
for cabin mounting rear member, for vehicles of
sub - heading 8704.2219;"
4016.9930,"- - - Following component for vehicles of chapter
87:-
(1) Articles for mounting silencers, exhaust pipes
and mufflers for motor cars of heading 87.03 and
vehicles of sub - headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130 and
8704.3190","- - - Following component for vehicles of chapter
87:-
(1) Articles for mounting silencers, exhaust pipes
and mufflers for motor cars of heading 87.03 and
vehicles of sub - headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130 and
8704.3190"
4016.9940,- - - For other motor cars and vehicles,- - - For other motor cars and vehicles
4016.9950,"- - - Bush Rubber for Rear Shocks for vehicle of
heading 87.11","- - - Bush Rubber for Rear Shocks for vehicle of
heading 87.11"
4016.9990,- - - Other,- - - Other
4017.0000,"Hard rubber (for example, ebonite) in all
forms, including waste and scrap; articles of
hard rubber.","Hard rubber (for example, ebonite) in all
forms, including waste and scrap; articles of
hard rubber."
41.01,"Raw hides and skins of bovine (including
buffalo) or equine animals (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or further
prepared), whether or not dehaired or split.","Raw hides and skins of bovine (including
buffalo) or equine animals (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or further
prepared), whether or not dehaired or split."
4101.2000,"- Whole hides and skins,unsplit, of a weight per
skin not exceeding 8 kg when simply dried, 10 kg
when dry- salted, or 16 kg when fresh, wet-
salted or otherwise preserved","- Whole hides and skins,unsplit, of a weight per
skin not exceeding 8 kg when simply dried, 10 kg
when dry- salted, or 16 kg when fresh, wet-
salted or otherwise preserved"
4101.5010,"- - - Hides, buffalo","- - - Hides, buffalo"
4101.5020,"- - - Hides, cow","- - - Hides, cow"
4101.5090,- - - Other,- - - Other
4101.9000,"- Other, including butts, bends and bellies","- Other, including butts, bends and bellies"
41.02,"Raw skins of sheep or lambs (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or
further prepared), whether or not with wool
on or split, other than those excluded by Note
1 (c) to this Chapter.","Raw skins of sheep or lambs (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or
further prepared), whether or not with wool
on or split, other than those excluded by Note
1 (c) to this Chapter."
4102.1010,- - - Lamb skins,- - - Lamb skins
4102.1020,- - - Sheep skins,- - - Sheep skins
4102.2110,- - - Lamb skins without wool,- - - Lamb skins without wool
4102.2120,- - - Sheep skins without wool,- - - Sheep skins without wool
4102.2900,- - Other,- - Other
41.03,"Other raw hides and skins (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or further
prepared), whether or not dehaired or split,
other than those excluded by Note 1 (b) or 1
(c) to this Chapter.","Other raw hides and skins (fresh, or salted,
dried, limed, pickled or otherwise preserved,
but not tanned, parchment- dressed or further
prepared), whether or not dehaired or split,
other than those excluded by Note 1 (b) or 1
(c) to this Chapter."
4103.2000,- Of reptiles,- Of reptiles
4103.3000,- Of swine,- Of swine
4103.9010,- - - Goat skins,- - - Goat skins
4103.9020,- - - Kids skins,- - - Kids skins
4103.9090,- - - Other,- - - Other
41.04,"Tanned or crust hides and skins of bovine
(including buffalo) or equine animals, without
hair on, whether or not split, but not further
prepared.","Tanned or crust hides and skins of bovine
(including buffalo) or equine animals, without
hair on, whether or not split, but not further
prepared."
4104.1100,"- - Full grains, unsplit; grain splits","- - Full grains, unsplit; grain splits"
4104.1900,- - Other,- - Other
4104.4100,"- - Full grains, unsplit; grain splits","- - Full grains, unsplit; grain splits"
4104.4900,- - Other,- - Other
41.05,"Tanned or crust skins of sheep or lambs,
without wool on, whether or not split, but not
further prepared.","Tanned or crust skins of sheep or lambs,
without wool on, whether or not split, but not
further prepared."
4105.1000,- In the wet state (including wet- blue),- In the wet state (including wet- blue)
4105.3000,- In the dry state (crust),- In the dry state (crust)
41.06,"Tanned or crust hides and skins of other
animals, without wool or hair on, whether or
not split, but not further prepared.","Tanned or crust hides and skins of other
animals, without wool or hair on, whether or
not split, but not further prepared."
4106.2100,- - In the wet state (including wet- blue),- - In the wet state (including wet- blue)
4106.2200,- - In the dry state (crust),- - In the dry state (crust)
4106.3100,- - In the wet state (including wet- blue),- - In the wet state (including wet- blue)
4106.3200,- - In the dry state (crust),- - In the dry state (crust)
4106.4000,- Of reptiles,- Of reptiles
4106.9100,- - In the wet state (including wet- blue),- - In the wet state (including wet- blue)
4106.9200,- - In the dry state (crust),- - In the dry state (crust)
41.07,"Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of bovine (including buffalo) or
equine animals, without hair on, whether or
not split, other than leather of heading 41. 14.","Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of bovine (including buffalo) or
equine animals, without hair on, whether or
not split, other than leather of heading 41. 14."
4107.1100,"- - Full grains, unsplit","- - Full grains, unsplit"
4107.1200,- - Grain splits,- - Grain splits
4107.1900,- - Other,- - Other
4107.9100,"- - Full grains, unsplit","- - Full grains, unsplit"
4107.9200,- - Grain splits,- - Grain splits
4107.9900,- - Other,- - Other
[41.08],,
[41.09],,
[41.10],,
[41.11],,
4112.0000,"Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of sheep or lamb, without wool on,
whether or not split, other than leather of
heading 41.14.","Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of sheep or lamb, without wool on,
whether or not split, other than leather of
heading 41.14."
41.13,"Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of other animals, without wool or hair
on, whether or not split, other than leather of
heading 41. 14.","Leather further prepared after tanning or
crusting, including parchment- dressed
leather, of other animals, without wool or hair
on, whether or not split, other than leather of
heading 41. 14."
